transfers_balance,opponent_team,bonus,own_goals,clean_sheets,goals_conceded,total_points,kickoff_time,red_cards,team_a_score,influence,saves,assists,transfers_in,xP,creativity,value,selected,element,goals_scored,bps,was_home,minutes,penalties_missed,yellow_cards,team,fixture,transfers_out,round,name,position,threat,ict_index,penalties_saved,team_h_score
0,Newcastle,0,0,0,0,0,2020-09-12T19:00:00Z,0,2,0.0,0,0,0,1.6,0.0,45,11269,443,0,0,True,0,0,0,West Ham,6,0,1,Fabián Balbuena,DEF,0.0,0.0,0,0
0,Arsenal,0,0,0,0,0,2020-09-12T11:30:00Z,0,3,0.0,0,0,0,0.0,0.0,40,117641,171,0,0,True,0,0,0,Fulham,2,0,1,Fabricio Agosto Ramírez,GK,0.0,0.0,0,0
0,West Ham,0,0,1,0,6,2020-09-12T19:00:00Z,0,2,26.0,0,0,0,2.1,0.1,50,88657,323,0,27,False,90,0,0,Newcastle,6,0,1,Federico Fernández,DEF,2.0,2.8,0,0
0,Newcastle,0,0,0,0,1,2020-09-12T19:00:00Z,0,2,2.4,0,0,0,2.2,0.3,65,32372,440,0,5,True,1,0,0,West Ham,6,0,1,Felipe Anderson,MID,0.0,0.3,0,0
0,Sheffield Utd,0,0,1,0,5,2020-09-14T17:00:00Z,0,2,15.2,0,0,0,2.1,1.5,50,15739,505,0,21,False,90,0,1,Wolves,8,0,1,Fernando Marçal,DEF,0.0,1.7,0,0
0,Brighton,0,0,0,0,0,2020-09-14T19:15:00Z,0,3,0.0,0,0,0,3.1,0.0,50,21251,121,0,0,False,0,0,0,Chelsea,7,0,1,Fikayo Tomori,DEF,0.0,0.0,0,1
0,West Brom,0,0,0,0,0,2020-09-13T13:00:00Z,0,3,0.0,0,0,0,0.0,0.0,45,6080,237,0,0,False,0,0,0,Leicester,5,0,1,Filip Benkovic,DEF,0.0,0.0,0,0
0,West Ham,0,0,0,0,0,2020-09-12T19:00:00Z,0,2,0.0,0,0,0,0.0,0.0,45,3104,327,0,0,False,0,0,0,Newcastle,6,0,1,Florian Lejeune,DEF,0.0,0.0,0,0
0,Chelsea,0,0,0,0,0,2020-09-14T19:15:00Z,0,3,0.0,0,0,0,0.0,0.0,50,22063,64,0,0,True,0,0,0,Brighton,7,0,1,Florin Andone,FWD,0.0,0.0,0,1
0,Liverpool,0,0,0,0,0,2020-09-12T16:30:00Z,0,3,0.0,0,0,0,0.3,0.0,45,149614,194,0,0,False,0,0,0,Leeds,3,0,1,Kiko Casilla,GK,0.0,0.0,0,4
0,Crystal Palace,0,0,0,0,0,2020-09-12T14:00:00Z,0,0,0.0,0,0,0,1.0,0.0,40,0,523,0,0,False,0,0,0,Southampton,1,0,1,Fraser Forster,GK,0.0,0.0,0,1
0,Fulham,0,0,0,0,0,2020-09-12T11:30:00Z,0,3,0.0,0,0,0,0.0,0.0,50,2608,26,0,0,False,0,0,0,Arsenal,2,0,1,Gabriel Martinelli,MID,0.0,0.0,0,0
0,Fulham,3,0,1,0,15,2020-09-12T11:30:00Z,0,3,51.8,0,0,0,3.1,0.3,50,85593,494,1,37,False,90,0,0,Arsenal,2,0,1,Gabriel,DEF,33.0,8.5,0,0
0,Southampton,0,0,0,0,0,2020-09-12T14:00:00Z,0,0,0.0,0,0,0,0.0,0.0,45,5946,125,0,0,True,0,0,0,Crystal Palace,1,0,1,Gary Cahill,DEF,0.0,0.0,0,1
0,Everton,0,0,0,0,0,2020-09-13T15:30:00Z,0,1,0.0,0,0,0,1.9,0.0,50,6161,401,0,0,True,0,0,0,Spurs,4,0,1,Gedson Carvalho Fernandes,MID,0.0,0.0,0,0
0,Wolves,0,0,0,2,1,2020-09-14T17:00:00Z,0,2,1.6,0,0,0,2.5,15.7,55,304826,351,0,13,True,90,0,0,Sheffield Utd,8,0,1,George Baldock,DEF,26.0,4.3,0,0
0,Leeds,0,0,0,3,2,2020-09-12T16:30:00Z,0,3,15.8,0,0,0,3.3,23.0,55,120632,243,0,9,True,90,0,0,Liverpool,3,0,1,Georginio Wijnaldum,MID,35.0,7.4,0,4
0,Everton,0,0,0,0,0,2020-09-13T15:30:00Z,0,1,0.0,0,0,0,2.2,0.0,70,55175,403,0,0,True,0,0,0,Spurs,4,0,1,Giovani Lo Celso,MID,0.0,0.0,0,0
0,Chelsea,0,0,0,0,0,2020-09-14T19:15:00Z,0,3,0.0,0,0,0,0.0,0.0,50,17313,53,0,0,True,0,0,0,Brighton,7,0,1,Glenn Murray,FWD,0.0,0.0,0,1
0,Leicester,0,0,0,3,2,2020-09-13T13:00:00Z,0,3,4.8,0,0,0,0.8,12.8,55,37744,446,0,3,True,90,0,0,West Brom,5,0,1,Grady Diangana,MID,9.0,2.7,0,0
