name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Max Thompson,FWD,Burnley,0.0,0,0,0,0,0.0,591,341,0,0,0.0,0.0,2021-05-10T19:00:00Z,0,0,0,0,0,35,0,9787,2,0,0.0,0,-53,191,244,45,False,0,Fulham
Willy Boly,DEF,Wolves,0.0,0,0,0,0,0.0,458,348,0,0,0.0,0.0,2021-05-09T11:00:00Z,0,0,0,0,0,35,0,94828,1,2,0.0,0,-2803,148,2951,54,True,0,Brighton
Ciaran Clark,DEF,Newcastle,0.0,0,0,0,0,0.0,324,343,0,0,0.0,0.0,2021-05-07T19:00:00Z,0,0,0,0,0,35,0,13094,4,2,0.0,0,-279,841,1120,45,False,0,Leicester
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,614,348,0,0,0.0,0.0,2021-05-09T11:00:00Z,0,0,0,0,0,35,0,1229,1,2,0.0,0,6,41,35,45,True,0,Brighton
Matt Ritchie,MID,Newcastle,0.0,2,0,32,0,19.5,322,343,2,0,7.8,32.8,2021-05-07T19:00:00Z,90,0,0,0,0,35,0,4241,4,2,26.0,8,39,298,259,49,False,0,Leicester
Adrián San Miguel del Castillo,GK,Liverpool,0.0,0,0,0,0,0.0,245,344,0,0,0.0,0.0,2021-05-08T19:15:00Z,0,0,0,0,0,35,0,28520,0,2,0.0,0,-162,232,394,42,True,0,Southampton
Adrián San Miguel del Castillo,GK,Liverpool,0.0,0,0,0,0,0.0,245,334,0,0,0.0,0.0,2021-05-13T19:15:00Z,0,0,0,0,0,35,0,28520,4,2,0.0,0,-162,232,394,42,False,0,Man Utd
Rhys Williams,DEF,Liverpool,0.0,0,1,31,1,0.7,594,344,0,0,1.5,14.0,2021-05-08T19:15:00Z,90,0,0,0,0,35,0,13403,0,2,0.0,7,-178,211,389,40,True,0,Southampton
Rhys Williams,DEF,Liverpool,0.0,0,0,16,0,0.5,594,334,2,0,2.4,15.6,2021-05-13T19:15:00Z,90,0,0,0,0,35,0,13403,4,2,8.0,1,-178,211,389,40,False,0,Man Utd
André-Frank Zambo Anguissa,MID,Fulham,0.0,0,0,5,0,16.3,191,341,2,0,7.2,11.2,2021-05-10T19:00:00Z,90,0,0,0,0,35,0,104771,2,0,44.0,1,-1142,1775,2917,44,True,1,Burnley
Jean Michaël Seri,MID,Fulham,0.0,0,0,0,0,0.0,189,341,0,0,0.0,0.0,2021-05-10T19:00:00Z,0,0,0,0,0,35,0,2185,2,0,0.0,0,0,0,0,46,True,0,Burnley
Dara O'Shea,DEF,West Brom,0.0,0,0,0,0,0.0,425,339,0,0,0.0,0.0,2021-05-09T18:00:00Z,0,0,0,0,0,35,0,14561,1,3,0.0,0,-230,363,593,42,False,0,Arsenal
Mason Greenwood,MID,Man Utd,0.0,0,3,29,0,3.9,315,340,1,1,8.8,36.4,2021-05-09T13:05:00Z,64,0,0,0,0,35,0,839447,3,1,48.0,10,338832,358683,19851,72,False,0,Aston Villa
Mason Greenwood,MID,Man Utd,0.0,0,1,22,0,2.6,315,352,1,1,5.7,31.4,2021-05-11T17:00:00Z,65,0,0,0,0,35,0,839447,2,1,23.0,8,338832,358683,19851,72,True,0,Leicester
Mason Greenwood,MID,Man Utd,0.0,0,0,-1,0,1.5,315,334,1,0,7.9,1.0,2021-05-13T19:15:00Z,27,0,0,0,0,35,0,839447,4,2,76.0,1,338832,358683,19851,72,True,0,Liverpool
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,340,0,0,0.0,0.0,2021-05-09T13:05:00Z,0,0,0,0,0,35,0,2134,3,1,0.0,0,-1,0,1,48,False,0,Aston Villa
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,352,0,0,0.0,0.0,2021-05-11T17:00:00Z,0,0,0,0,0,35,0,2134,2,1,0.0,0,-1,0,1,48,True,0,Leicester
José Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,0,0.0,314,334,0,0,0.0,0.0,2021-05-13T19:15:00Z,0,0,0,0,0,35,0,2134,4,2,0.0,0,-1,0,1,48,True,0,Liverpool
Rúben Diogo da Silva Neves,MID,Wolves,0.0,0,0,8,0,3.3,466,348,1,0,1.9,2.6,2021-05-09T11:00:00Z,60,0,0,0,0,35,0,119478,1,2,13.0,2,-2485,1310,3795,51,True,0,Brighton
Jamie Vardy,FWD,Leicester,0.0,1,0,13,0,35.3,224,343,4,0,12.9,27.4,2021-05-07T19:00:00Z,90,0,0,0,0,35,0,1829317,4,2,66.0,5,-43864,63126,106990,103,True,0,Newcastle
Jamie Vardy,FWD,Leicester,0.0,0,0,6,0,5.3,224,352,1,0,1.2,0.2,2021-05-11T17:00:00Z,79,0,0,0,0,35,0,1829317,2,1,6.0,2,-43864,63126,106990,103,False,0,Man Utd
Oliver Casey,DEF,Leeds,0.0,0,0,0,0,0.0,215,342,0,0,0.0,0.0,2021-05-08T11:30:00Z,0,0,0,0,0,35,0,86750,1,3,0.0,0,2552,4280,1728,38,True,0,Spurs
Reece James,DEF,Chelsea,0.0,0,0,18,0,16.7,123,345,1,0,5.0,12.6,2021-05-08T16:30:00Z,90,0,0,0,0,35,0,578424,2,1,21.0,2,5069,21206,16137,51,False,0,Man City
Reece James,DEF,Chelsea,0.0,0,0,17,0,48.4,123,354,1,0,6.4,13.2,2021-05-12T19:15:00Z,90,0,0,0,0,35,0,578424,1,0,2.0,2,5069,21206,16137,51,True,0,Arsenal
Nathan Broadhead,MID,Everton,0.0,0,0,0,0,0.0,680,347,0,0,0.0,0.0,2021-05-09T15:30:00Z,0,0,0,0,0,35,0,155,1,0,0.0,0,-6,19,25,45,False,0,West Ham
Nathan Broadhead,MID,Everton,0.0,0,0,0,0,0.0,680,180,0,0,0.0,0.0,2021-05-13T17:00:00Z,0,0,0,0,0,35,0,155,0,0,0.0,0,-6,19,25,45,False,0,Aston Villa
Chris Smalling,DEF,Man Utd,0.0,0,0,0,0,0.0,292,340,0,0,0.0,0.0,2021-05-09T13:05:00Z,0,0,0,0,0,35,0,6436,3,1,0.0,0,-8,0,8,49,False,0,Aston Villa
Chris Smalling,DEF,Man Utd,0.0,0,0,0,0,0.0,292,352,0,0,0.0,0.0,2021-05-11T17:00:00Z,0,0,0,0,0,35,0,6436,2,1,0.0,0,-8,0,8,49,True,0,Leicester
Chris Smalling,DEF,Man Utd,0.0,0,0,0,0,0.0,292,334,0,0,0.0,0.0,2021-05-13T19:15:00Z,0,0,0,0,0,35,0,6436,4,2,0.0,0,-8,0,8,49,True,0,Liverpool
Bailey Peacock-Farrell,GK,Burnley,0.0,0,0,0,0,0.0,99,341,0,0,0.0,0.0,2021-05-10T19:00:00Z,0,0,0,0,0,35,0,91415,2,0,0.0,0,-1225,909,2134,40,False,0,Fulham
Nathan Aké,DEF,Man City,0.0,0,0,14,0,2.3,279,345,2,0,2.2,19.4,2021-05-08T16:30:00Z,90,0,0,0,0,35,0,195522,2,1,0.0,1,74,573,499,54,True,0,Chelsea
Branislav Ivanovic,DEF,West Brom,0.0,0,0,0,0,0.0,530,339,0,0,0.0,0.0,2021-05-09T18:00:00Z,0,0,0,0,0,35,0,6604,1,3,0.0,0,-53,34,87,44,False,0,Arsenal
Sam Johnstone,GK,West Brom,0.0,0,0,16,0,0.0,417,339,3,0,2.6,26.2,2021-05-09T18:00:00Z,90,0,0,0,0,35,4,245953,1,3,0.0,2,-5056,8927,13983,46,False,0,Arsenal
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,14,339,0,0,0.0,0.0,2021-05-09T18:00:00Z,0,0,0,0,0,35,0,8860,1,3,0.0,0,-10,0,10,48,True,0,West Brom
Sead Kolasinac,DEF,Arsenal,0.0,0,0,0,0,0.0,14,354,0,0,0.0,0.0,2021-05-12T19:15:00Z,0,0,0,0,0,35,0,8860,1,0,0.0,0,-10,0,10,48,False,0,Chelsea
Christian Walton,GK,Brighton,0.0,0,0,0,0,0.0,503,348,0,0,0.0,0.0,2021-05-09T11:00:00Z,0,0,0,0,0,35,0,88420,1,2,0.0,0,-894,173,1067,40,False,0,Wolves
