ep_this,second_name,id,element_type,team,web_name,first_name
0.0,dos Santos Aveiro,326,4,14,Ronaldo,Cristiano Ronaldo
5.8,De Gea Quintana,327,1,14,De Gea,David
0.0,Jones,328,2,14,Jones,Phil
3.5,Varane,329,2,14,Varane,Raphaël
0.8,Maguire,330,2,14,Maguire,Harry
2.0,Rodrigues de Paula Santos,331,3,14,Fred,Frederico
2.2,Shaw,332,2,14,Shaw,Luke
6.8,Borges Fernandes,333,3,14,Fernandes,Bruno
0.0,Telles,334,2,14,Telles,Alex
2.2,Rashford,335,3,14,Rashford,Marcus
0.0,van de Beek,336,3,14,Van de Beek,Donny
4.2,Lindelöf,337,2,14,Lindelöf,Victor
0.5,McTominay,338,3,14,McTominay,Scott
0.0,Bailly,339,2,14,Bailly,Eric
5.5,Sancho,340,3,14,Sancho,Jadon
3.5,Wan-Bissaka,341,2,14,Wan-Bissaka,Aaron
0.5,Dalot Teixeira,342,2,14,Dalot,Diogo
0.0,Williams,343,2,14,B.Williams,Brandon
0.0,Elanga,344,3,14,Elanga,Anthony
4.2,Martial,345,4,14,Martial,Anthony
0.2,Pellistri Rebollo,347,3,14,Pellistri,Facundo
0.0,Heaton,348,1,14,Heaton,Tom
0.5,Malacia,504,2,14,Malacia,Tyrell
4.5,Eriksen,519,3,14,Eriksen,Christian
0.0,Martínez,533,2,14,Martínez,Lisandro
0.0,Diallo,550,3,14,Amad,Amad
0.0,Iqbal,551,3,14,Iqbal,Zidane
2.2,Garnacho,569,3,14,Garnacho,Alejandro
5.0,Casimiro,593,3,14,Casemiro,Carlos Henrique
0.6,dos Santos,609,3,14,Antony,Antony Matheus
0.0,Kovár,615,1,14,Kovár,Matej
0.0,Mainoo,643,3,14,Mainoo,Kobbie
0.0,Bishop,656,1,14,Bishop,Nathan
0.0,Shoretire,660,4,14,Shoretire,Shola
0.0,Bennett,674,2,14,Bennett,Rhys
0.8,Weghorst,701,4,14,Weghorst,Wout
0.0,Sabitzer,728,3,14,Sabitzer,Marcel
0.0,Jurado Gomez,759,2,14,Jurado,Marc
3.7,Gordon,195,3,15,Gordon,Anthony
0.0,Ritchie,350,2,15,Ritchie,Matt
0.0,Fernández,351,2,15,Fernández,Federico
0.0,Clark,352,2,15,Clark,Ciaran
0.0,Darlow,353,1,15,Darlow,Karl
1.3,Dubravka,355,1,15,Dubravka,Martin
7.3,Wilson,356,4,15,Wilson,Callum
5.5,Trippier,357,2,15,Trippier,Kieran
5.0,Burn,358,2,15,Burn,Dan
0.5,Fraser,359,3,15,Fraser,Ryan
0.0,Lascelles,360,2,15,Lascelles,Jamaal
0.0,Gayle,361,4,15,Gayle,Dwight
0.5,Dummett,362,2,15,Dummett,Paul
0.0,Manquillo Gaitán,363,2,15,Manquillo,Javier
0.0,Krafth,364,2,15,Krafth,Emil
1.0,Murphy,365,3,15,Murphy,Jacob
3.0,Schär,366,2,15,Schär,Fabian
1.3,Targett,367,2,15,Targett,Matt
1.7,Saint-Maximin,368,3,15,Saint-Maximin,Allan
3.5,Almirón Rejala,369,3,15,Almirón,Miguel
1.3,Longstaff,370,3,15,S.Longstaff,Sean
0.0,Apolinário de Lira,371,3,15,Joelinton,Joelinton Cássio
0.7,Lewis,372,2,15,Lewis,Jamal
0.0,Willock,373,3,15,Willock,Joe
3.5,Guimarães Rodriguez Moura,374,3,15,Bruno Guimarães,Bruno
0.0,Hendrick,375,3,15,Hendrick,Jeff
0.0,Pope,376,1,15,Pope,Nick
4.0,Botman,377,2,15,Botman,Sven
3.5,Anderson,552,3,15,Anderson,Elliot
0.5,Ashby,555,2,15,Ashby,Harrison
3.0,Isak,594,4,15,Isak,Alexander
0.5,Karius,626,1,15,Karius,Loris
0.0,Kuol,683,3,15,Kuol,Garang
0.7,Miley,741,3,15,Miley,Lewis
2.1,Gillespie,776,1,15,Gillespie,Mark
0.0,Williams,295,2,16,N.Williams,Neco
0.0,Shelvey,349,3,16,Shelvey,Jonjo
0.0,Wood,354,4,16,Wood,Chris
0.0,Arter,378,3,16,Arter,Harry
0.0,Cook,379,2,16,Cook,Steve
0.0,Taylor,380,4,16,Lyle Taylor,Lyle
0.0,Colback,381,3,16,Colback,Jack
0.0,Samba,382,1,16,Samba,Brice
0.0,Ribeiro Dias,383,3,16,Cafú,Carlos
0.0,Lolley,384,3,16,Lolley,Joe
0.0,McKenna,385,2,16,McKenna,Scott
0.0,Dräger,386,2,16,Dräger,Mohamed
2.0,Yates,387,3,16,Yates,Ryan
3.0,Worrall,388,2,16,Worrall,Joe
0.0,Panzo,389,2,16,Panzo,Jonathan
0.0,Nascimento da Costa Silva,390,3,16,Xande Silva,Xande
0.3,Surridge,391,4,16,Surridge,Sam
0.0,Laryea,392,2,16,Laryea,Richie
0.0,Mbe Soh,393,2,16,Mbe Soh,Loïc
1.3,Johnson,394,4,16,Johnson,Brennan
0.0,Mighten,395,3,16,Mighten,Alex
0.0,Ojeda Rodríguez,396,3,16,Ojeda,Braian
8.7,Awoniyi,397,4,16,Awoniyi,Taiwo
0.0,Henderson,398,1,16,Henderson,Dean
0.0,Biancone,399,2,16,Biancone,Giulian
1.0,Boly,474,2,16,Boly,Willy
3.7,Gibbs-White,493,3,16,Gibbs-White,Morgan
2.7,Niakhaté,507,2,16,Niakhaté,Moussa
0.0,Richards,511,2,16,Richards,Omar
1.3,Hennessey,518,1,16,Hennessey,Wayne
0.7,Toffolo,523,2,16,Toffolo,Harry
0.0,O'Brien,524,3,16,O'Brien,Lewis
0.0,Lingard,527,3,16,Lingard,Jesse
3.3,Mangala,536,3,16,Mangala,Orel
0.0,Hammond,553,3,16,Hammond,Oliver
0.0,Freuler,582,3,16,Freuler,Remo
1.0,Kouyaté,583,3,16,Kouyaté,Cheikhou
0.3,Dennis,585,4,16,Dennis,Emmanuel
3.3,Lodi dos Santos,602,2,16,Renan Lodi,Renan Augusto
0.0,Badé,621,2,16,Badé,Loïc
3.0,Aurier,628,2,16,Aurier,Serge
0.0,Taylor,666,4,16,Dale Taylor,Dale
0.0,Smith,675,1,16,Smith,Jordan
0.0,Furtado Scarpa,681,3,16,Scarpa,Gustavo Henrique
1.3,dos Santos de Oliveira,703,3,16,Danilo,Danilo
0.0,Navas,729,1,16,Navas,Keylor
2.5,de Almeida Monteiro,730,2,16,Felipe,Felipe Augusto
0.3,Ayew,734,3,16,A.Ayew,André
0.0,Shelvey,749,1,16,G.Shelvey,George
-0.3,Maitland-Niles,21,3,17,Maitland-Niles,Ainsley
0.7,Lavia,321,3,17,Lavia,Roméo
2.0,Walcott,400,3,17,Walcott,Theo
0.3,McCarthy,401,1,17,McCarthy,Alex
0.0,Romeu Vidal,402,3,17,Romeu,Oriol
0.0,Redmond,403,3,17,Redmond,Nathan
0.3,Armstrong,405,3,17,S.Armstrong,Stuart
2.0,Elyounoussi,406,3,17,Elyounoussi,Mohamed
3.3,Ward-Prowse,407,3,17,Ward-Prowse,James
1.0,Armstrong,408,4,17,A.Armstrong,Adam
-0.3,Walker-Peters,409,2,17,Walker-Peters,Kyle
-0.7,Bednarek,410,2,17,Bednarek,Jan
0.0,Adams,411,4,17,Adams,Che
0.0,Tella,412,3,17,Tella,Nathan
0.7,Silveira Neves Vojnovic,413,2,17,Lyanco,Lyanco
0.0,Valery,414,2,17,Valery,Yan
0.0,Smallbone,415,3,17,Smallbone,Will
-1.0,Diallo,416,3,17,Diallo,Ibrahima
0.0,Perraud,417,2,17,Perraud,Romain
-1.0,Djenepo,418,3,17,Djenepo,Moussa
-0.3,Livramento,419,2,17,Livramento,Tino
0.0,Salisu,420,2,17,Salisu,Mohammed
0.0,Lis,421,1,17,Lis,Mateusz
-1.0,Bazunu,422,1,17,Bazunu,Gavin
0.0,Bella-Kotchap,423,2,17,Bella-Kotchap,Armel
-1.0,Caballero,424,1,17,Caballero,Willy
-0.3,Ayodele-Aribo,512,3,17,Aribo,Joe
-0.7,Mara,528,4,17,Mara,Sékou
0.0,Larios López,622,2,17,Larios,Juan
-1.0,Caleta-Car,623,2,17,Caleta-Car,Duje
0.0,Edozie,624,3,17,Edozie,Samuel
0.0,Payne,647,3,17,Payne,Lewis
0.0,Finnigan,648,3,17,Finnigan,Ryan
0.0,Morgan,671,4,17,Morgan,Jimmy
-1.0,Orsic,692,3,17,Orsic,Mislav
1.7,Alcaraz,693,3,17,Alcaraz,Carlos
-1.0,Bree,716,2,17,Bree,James
4.3,Sulemana,731,3,17,Kamaldeen,Kamaldeen
-0.2,Onuachu,732,4,17,Onuachu,Paul
-0.5,Doyle,769,3,17,Doyle,Kamari
0.0,Ballard,770,4,17,Ballard,Dominic
0.4,Amo-Ameyaw,778,3,17,Amo-Ameyaw,Samuel
0.0,Lloris,425,1,18,Lloris,Hugo
1.3,Forster,426,1,18,Forster,Fraser
10.0,Kane,427,4,18,Kane,Harry
3.0,Heung-min,428,3,18,Son,Son
0.0,Doherty,429,2,18,Doherty,Matt
0.0,Dier,430,2,18,Dier,Eric
2.3,Rodrigues Moura da Silva,431,3,18,Lucas Moura,Lucas
1.3,Davies,432,2,18,Davies,Ben
0.5,Højbjerg,433,3,18,Højbjerg,Pierre-Emile
0.0,Winks,434,3,18,Winks,Harry
1.0,Sánchez,435,2,18,Sánchez,Davinson
0.0,Sessegnon,436,2,18,R.Sessegnon,Ryan
0.0,Bergwijn,437,3,18,Bergwijn,Steven
0.0,Reguilón,438,2,18,Reguilón,Sergio
0.0,Tanganga,439,2,18,Tanganga,Japhet
0.0,Bentancur,440,3,18,Bentancur,Rodrigo
1.7,Skipp,441,3,18,Skipp,Oliver
0.0,Rodon,442,2,18,Rodon,Joe
0.0,Romero,443,2,18,Romero,Cristian
1.3,Bissouma,444,3,18,Bissouma,Yves
1.3,Leite de Souza Junior,445,2,18,Emerson Royal,Emerson
3.0,Kulusevski,446,3,18,Kulusevski,Dejan
0.0,Scarlett,447,4,18,Scarlett,Dane
0.7,Perišić,448,2,18,Perišić,Ivan
0.0,White,449,3,18,White,Harvey
1.3,Sarr,450,3,18,Sarr,Pape Matar
0.0,Austin,451,1,18,Austin,Brandon
0.0,Devine,452,3,18,Devine,Alfie
0.0,Parrott,453,4,18,Parrott,Troy
1.3,de Andrade,454,4,18,Richarlison,Richarlison
1.3,Lenglet,513,2,18,Lenglet,Clément
0.0,Spence,522,2,18,Spence,Djed
0.0,Gil Salvatierra,554,3,18,Bryan,Bryan
1.0,Danjuma,713,3,18,Danjuma,Arnaut
5.0,Porro,733,2,18,Pedro Porro,Pedro
0.0,Mundle,748,3,18,Mundle,Romaine
0.3,Abbott,758,3,18,Abbott,George
0.3,Craig,764,3,18,Craig,Matthew
1.4,de Santiago Alonso,777,3,18,Alonso,Yago
3.3,Ings,30,4,19,Ings,Danny
2.0,Fabianski,455,1,19,Fabianski,Lukasz
1.0,Ogbonna,456,2,19,Ogbonna,Angelo
0.3,Cresswell,457,2,19,Cresswell,Aaron
0.7,Antonio,458,4,19,Antonio,Michail
3.3,Lanzini,460,3,19,Lanzini,Manuel
0.3,Zouma,461,2,19,Zouma,Kurt
0.0,Masuaku,462,2,19,Masuaku,Arthur
1.0,Coufal,463,2,19,Coufal,Vladimir
1.0,Benrahma,464,3,19,Benrahma,Saïd
5.0,Bowen,465,3,19,Bowen,Jarrod
0.0,Vlasic,466,3,19,Vlasic,Nikola
4.0,Rice,467,3,19,Rice,Declan
1.0,Soucek,468,3,19,Soucek,Tomas
4.3,Fornals Malla,469,3,19,Fornals,Pablo
0.7,Johnson,471,2,19,Johnson,Ben
0.7,Aguerd,472,2,19,Aguerd,Nayef
0.0,Areola,473,1,19,Areola,Alphonse
1.3,Downes,509,3,19,Downes,Flynn
0.0,Scamacca,529,4,19,Scamacca,Gianluca
1.0,Palmieri dos Santos,545,2,19,Emerson,Emerson
0.0,Coventry,556,3,19,Coventry,Conor
0.0,Oko-Flex,572,3,19,Oko-Flex,Armstrong
0.7,Cornet,575,3,19,Cornet,Maxwel
0.7,Kehrer,588,2,19,Kehrer,Thilo
2.0,Tolentino Coelho de Lima,603,3,19,Paquetá,Lucas
0.7,Mubama,669,4,19,Mubama,Divin
0.0,Anang,739,1,19,Anang,Joseph
0.0,Hegyi,740,1,19,Hegyi,Krisztián
0.0,Casey,746,2,19,Casey,Kaelan
-0.2,Dawson,459,2,20,Dawson,Craig
0.5,Jiménez,476,4,20,Jiménez,Raúl
-0.5,Castro Otto,477,2,20,Jonny,Jonathan
-0.2,Malheiro de Sá,478,1,20,Sá,José
1.2,da Silva Neves,480,3,20,Neves,Rúben
4.2,Hee-chan,481,3,20,Hwang,Hwang
0.2,Cabral Semedo,482,2,20,Semedo,Nélson
0.8,Castelo Podence,483,3,20,Podence,Daniel
-0.2,Kilman,484,2,20,Kilman,Max
0.0,Cundle,485,3,20,Cundle,Luke
-0.2,Lomba Neto,486,3,20,Neto,Pedro
-0.5,Aït-Nouri,487,2,20,Aït-Nouri,Rayan
0.0,Silva,488,4,20,Fabio Silva,Fabio
1.2,Gomes,489,2,20,Toti,Toti António
0.0,Tomás Oliveira,490,3,20,Chiquinho,Francisco Jorge
2.2,Traoré Diarra,491,3,20,Adama,Adama
0.0,Šarkić,492,1,20,Šarkić,Matija
0.0,Mosquera Valdelamar,494,2,20,Mosquera,Yerson
-0.5,Santos Moutinho,503,3,20,Moutinho,João Filipe Iria
0.2,Collins,516,2,20,Collins,Nathan
0.0,Smith,557,1,20,Smith,Jackson
-0.2,Bueno López,558,2,20,Bueno,Hugo
-0.2,Hodge,566,3,20,Hodge,Joseph
0.0,Ronan,567,3,20,Ronan,Connor
0.0,Campbell,568,3,20,Campbell,Chem
0.0,Ganchinho Guedes,579,3,20,Guedes,Gonçalo Manuel
0.5,Nunes,589,3,20,Matheus,Matheus Luiz
0.0,Kalajdzic,608,4,20,Kalajdžić,Sasa
0.2,Da Silva Costa,625,4,20,Diego Costa,Diego
0.2,Traoré,629,3,20,Traoré,Boubacar
-0.5,Fraser,657,4,20,Fraser,Nathan
-0.5,Griffiths,658,3,20,Griffiths,Harvey
-0.5,Lembikisa,664,2,20,Lembikisa,Dexter
0.5,Santos Carneiro Da Cunha,682,4,20,Cunha,Matheus
1.2,Lemina,698,3,20,Lemina,Mario
0.5,Sarabia,704,3,20,Sarabia,Pablo
1.5,Bentley,717,1,20,Bentley,Daniel
0.8,Gomes da Silva,721,3,20,João Gomes,João Victor
